id,vehicle,player,damage,isWin,createTime
765,356,Ender007-1,6596,失败,2021-09-16 14:30:12
766,430,Ender007-1,6452,胜利,2021-09-16 14:30:33
767,329,Ender007-1,4304,胜利,2021-09-16 14:31:15
768,423,Ender007-1,6169,胜利,2021-09-16 14:31:51
769,332,SXE_彼夜、时雨未央,6656,失败,2021-09-16 14:32:34
770,403,jhjjh_2021,6115,胜利,2021-09-16 14:33:06
771,133,Cr7Lz_Ain0Nrt_,6004,胜利,2021-09-16 14:33:31
772,439,KZT085,3050,胜利,2021-09-16 14:34:21
773,129,ZXF_25,5778,胜利,2021-09-16 16:08:12
775,126,AF_誓言,5539,胜利,2021-09-16 16:08:20
776,319,一生所爱·nxn,5008,失败,2021-09-16 16:16:11
777,133,SPIC撞爆老鼠-,5666,胜利,2021-09-16 16:42:26
778,316,Xper1a_arc,8214,胜利,2021-09-16 16:57:37
779,316,Xper1a_arc,6939,胜利,2021-09-16 17:18:28
780,259,Xper1a_arc,6215,胜利,2021-09-16 17:18:40
785,255,Xper1a_arc,7833,胜利,2021-09-16 17:19:33
786,316,Xper1a_arc,6065,胜利,2021-09-16 17:43:54
787,190,Xper1a_arc,5229,胜利,2021-09-16 17:44:14
788,224,Xper1a_arc,3174,胜利,2021-09-16 17:44:32
789,198,Xper1a_arc,5096,胜利,2021-09-16 17:44:46
790,236,SoC-Misaka,3307,胜利,2021-09-16 18:42:27
791,313,peony_1,4807,胜利,2021-09-16 19:21:58
792,151,cctv90708,5308,胜利,2021-09-16 20:05:05
793,114,Masked_混子,5308,失败,2021-09-16 21:58:56
794,133,温柔,6226,失败,2021-09-17 01:11:39
795,33,Strv122^Surtr_,8273,胜利,2021-09-17 01:11:48
796,349,Strv122^Surtr_,6932,失败,2021-09-17 01:16:32
797,432,Strv122^Surtr_,5220,胜利,2021-09-17 01:16:40
798,256,海因里希·汉斯·冯·邓尼茨,4422,胜利,2021-09-17 01:16:53
799,193,海因里希·汉斯·冯·邓尼茨,4405,胜利,2021-09-17 01:17:00
800,382,海因里希·汉斯·冯·邓尼茨,4292,胜利,2021-09-17 01:17:07
801,233,海因里希·汉斯·冯·邓尼茨,3057,胜利,2021-09-17 01:17:13
802,236,海因里希·汉斯·冯·邓尼茨,3843,胜利,2021-09-17 01:17:21
803,184,海因里希·汉斯·冯·邓尼茨,3701,胜利,2021-09-17 01:17:30
804,74,海因里希·汉斯·冯·邓尼茨,2491,胜利,2021-09-17 01:17:39
805,79,海因里希·汉斯·冯·邓尼茨,2022,胜利,2021-09-17 01:17:45
806,365,海因里希·汉斯·冯·邓尼茨,3797,胜利,2021-09-17 01:17:49
807,155,海因里希·汉斯·冯·邓尼茨,4390,失败,2021-09-17 01:17:55
808,147,海因里希·汉斯·冯·邓尼茨,5082,胜利,2021-09-17 01:18:03
809,293,海因里希·汉斯·冯·邓尼茨,4283,胜利,2021-09-17 01:18:05
810,258,jsjsjzisjsj5,4134,胜利,2021-09-17 01:18:11
811,331,Xper1a_arc,6394,平局,2021-09-17 01:18:27
812,316,Xper1a_arc,6418,胜利,2021-09-17 01:19:32
813,190,Xper1a_arc,4857,胜利,2021-09-17 01:19:52
814,133,Xper1a_arc,6237,胜利,2021-09-17 01:20:15
815,208,Xper1a_arc,5312,胜利,2021-09-17 01:20:23
816,432,Xper1a_arc,5194,失败,2021-09-17 01:20:45
817,316,Xper1a_arc,7449,胜利,2021-09-17 01:20:59
818,134,Xper1a_arc,7014,胜利,2021-09-17 01:22:12
819,250,Xper1a_arc,5204,胜利,2021-09-17 01:46:18
820,334,Xper1a_arc,7250,胜利,2021-09-17 01:46:57
821,208,Xper1a_arc,6274,胜利,2021-09-17 01:49:27
822,465,Xper1a_arc,5119,胜利,2021-09-17 01:49:59
823,314,Xper1a_arc,6406,胜利,2021-09-17 01:50:09
824,134,Xper1a_arc,6899,胜利,2021-09-17 01:51:17
825,26,亚托莉,7202,胜利,2021-09-17 01:53:21
826,332,キツネ_月之痕殇_雪月狐,6712,胜利,2021-09-17 01:53:37
827,221,キツネ_月之痕殇_雪月狐,6521,胜利,2021-09-17 01:54:11
828,318,Cloud9.Shroud,5577,失败,2021-09-17 01:59:57
829,323,JWX_2019,5475,胜利,2021-09-17 02:09:45
830,119,JWX_2019,2390,胜利,2021-09-17 02:10:16
831,420,JWX_2019,6197,胜利,2021-09-17 02:10:27
832,381,JWX_2019,3488,胜利,2021-09-17 02:10:38
833,109,JWX_2019,4160,胜利,2021-09-17 09:27:48
834,103,JWX_2019,3606,胜利,2021-09-17 09:28:36
835,224,JWX_2019,3892,胜利,2021-09-17 09:30:19
836,318,Xper1a_arc,6567,胜利,2021-09-17 09:32:47
838,353,HK416,3709,胜利,2021-09-17 10:33:00
839,194,零的英雄,4706,胜利,2021-09-17 11:28:14
840,308,roll.14,4089,胜利,2021-09-17 11:28:19
841,402,海因里希·汉斯·冯·邓尼茨,3962,胜利,2021-09-17 13:13:15
842,310,series500九条美里,3944,胜利,2021-09-17 13:14:15
843,185,cctv90708,4578,胜利,2021-09-17 17:06:05
844,165,BG2018,5517,,2021-09-18 00:25:25
845,128,佛家子人,5564,胜利,2021-09-18 00:25:54
846,27,Ender007-1,5900,胜利,2021-09-18 00:26:23
847,291,牧夫座α-点虎道长-CN,5196,胜利,2021-09-18 00:26:33
848,269,牧夫座α-点虎道长-CN,3439,胜利,2021-09-18 00:26:44
849,131,须臾千里,4451,胜利,2021-09-18 00:27:06
850,166,爱吃阿萨姆点大吉岭,5126,胜利,2021-09-18 10:14:20
851,384,爱吃阿萨姆的大吉岭,4590,胜利,2021-09-18 10:15:12
853,150,爱吃阿萨姆的大吉岭,4690,胜利,2021-09-18 10:16:32
854,250,Ender007-1,5430,失败,2021-09-18 10:16:44
855,432,批血旺汤,6232,胜利,2021-09-18 10:16:57
856,30,佩琪只想躺,7163,胜利,2021-09-18 10:17:24
857,432,AF誓言,4250,胜利,2021-09-18 10:17:44
858,225,BG2018,4233,,2021-09-18 10:17:53
859,145,农娜.,4660,胜利,2021-09-18 14:30:09
860,326,Alm_misaka_CN,6049,胜利,2021-09-18 22:36:23
861,134,LSP_系雪风大人_祥瑞御免,3808,胜利,2021-09-18 22:49:27
862,425,骗吃骗喝戈本酱,6258,胜利,2021-09-18 22:49:47
863,412,Rip_Hamilton,1208,胜利,2021-09-18 22:50:06
864,128,Doubikill,8033,失败,2021-09-19 16:28:27
865,156,最爱小蘑菇’,5811,平局,2021-09-19 16:34:32
866,331,混蛋1号,5193,胜利,2021-09-19 16:35:24
867,31,变成光守护你的贡品,6952,胜利,2021-09-19 17:35:31
868,31,cH_悠然の挚爱_虾桑,7088,胜利,2021-09-19 17:35:38
869,291,牧夫座α-点虎道长-CN,4403,胜利,2021-09-20 12:15:17
870,163,Alm_misaka_CN,5215,胜利,2021-09-20 12:15:31
871,251,我dnmd真哒.,6086,胜利,2021-09-20 12:15:50
872,139,取名超浪费脑细胞,5383,胜利,2021-09-20 12:15:59
873,432,♥♥♥♂♥♥♥,4840,胜利,2021-09-20 12:16:18
874,130,seongjang,8648,失败,2021-09-20 12:16:26
875,199,变成光守护你的贡品,3195,胜利,2021-09-20 12:16:34
876,36,凌莲初启,6715,胜利,2021-09-20 12:17:00
877,127,须臾千里,5447,胜利,2021-09-20 12:21:07
878,34,豹豹酱是个RBQ呀,6187,胜利,2021-09-20 12:21:15
879,314,豹豹酱是个RBQ呀,6773,胜利,2021-09-20 12:21:20
880,153,豹豹酱是个RBQ呀,5341,胜利,2021-09-20 12:21:26
881,346,豹豹酱是个RBQ呀,6013,胜利,2021-09-20 12:21:43
882,153,Shirai_kuroko♡,5379,胜利,2021-09-20 18:24:43
883,129,Shirai_kuroko♡,5826,胜利,2021-09-20 18:25:20
884,350,Shirai_kuroko♡,4427,胜利,2021-09-20 18:25:26
885,146,Shirai_kuroko♡,5281,胜利,2021-09-20 18:25:55
886,329,Shirai_kuroko♡,5088,胜利,2021-09-20 18:26:21
887,33,Shirai_kuroko♡,6783,失败,2021-09-20 18:26:53
888,363,Shirai_kuroko♡,5075,胜利,2021-09-20 18:27:16
889,400,Shirai_kuroko♡,3487,胜利,2021-09-20 18:27:34
890,329,万场氪孤_史尔特尔_莱万特,4352,胜利,2021-09-20 18:27:48
891,197,万场氪孤_史尔特尔_莱万特,3356,胜利,2021-09-20 18:28:07
892,231,Xper1a_Arc,3441,胜利,2021-09-21 19:59:01
893,251,iRoamer,8183,胜利,2021-09-22 09:01:33
894,159,FSD_运筹帷幄_诸伏艾桑,3462,胜利,2021-09-22 11:43:50
895,183,FSD_运筹帷幄_诸伏艾桑,4122,胜利,2021-09-22 11:44:12
896,463,FSD_运筹帷幄_诸伏艾桑,2630,胜利,2021-09-22 11:45:13
897,203,FSD_运筹帷幄_诸伏艾桑,3321,胜利,2021-09-22 11:45:36
898,104,FSD_运筹帷幄_诸伏艾桑,3140,胜利,2021-09-22 11:47:35
899,217,FSD_运筹帷幄_诸伏艾桑,1920,胜利,2021-09-22 11:48:43
900,213,4SA_威严满满_天狼星,3221,失败,2021-09-22 20:04:41
901,128,Alm_misaka_CN,6427,胜利,2021-09-23 19:53:16
902,468,♥♥♥♂♥♥♥,6576,胜利,2021-09-23 19:56:52
903,148,Cv6_stern,5625,胜利,2021-09-23 19:57:10
904,250,Cv6_stern,5410,胜利,2021-09-23 19:57:17
905,352,Cv6_stern,4034,胜利,2021-09-23 19:57:24
906,370,Cv6_stern,4501,胜利,2021-09-23 19:57:28
907,350,喀秋莎开着喀秋莎唱喀秋莎,6365,胜利,2021-09-24 10:37:30
908,331,军武-心醉菩提-罗沙中校,5032,胜利,2021-09-24 10:38:07
909,206,wyllll,6626,胜利,2021-09-24 10:38:35
910,181,香蕉蛞蝓,4094,胜利,2021-09-24 15:21:01
911,493,香蕉蛞蝓,3898,胜利,2021-09-24 15:21:15
912,315,香蕉蛞蝓,4661,胜利,2021-09-24 15:21:28
913,158,香蕉蛞蝓,4753,失败,2021-09-24 15:21:40
914,181,香蕉蛞蝓,3829,胜利,2021-09-24 15:22:25
915,315,香蕉蛞蝓,4511,胜利,2021-09-24 15:22:35
916,474,香蕉蛞蝓,4312,胜利,2021-09-24 15:22:47
917,122,IBS_肥宅kari,7549,胜利,2021-09-24 15:22:54
918,146,IBS_神徒强化型_300A,5061,失败,2021-09-24 15:23:00
919,404,自我主义丶依神しおん,6539,失败,2021-09-24 15:23:12
920,384,和泉纱雾x零二酱,5772,平局,2021-09-24 15:23:23
921,128,成谨.喜欢写进心里,7592,失败,2021-09-25 10:51:39
922,32,Fe春秋五霸,5260,胜利,2021-09-25 10:52:04
923,33,shaek,8147,胜利,2021-09-25 10:52:17
924,103,喀秋莎开着喀秋莎唱喀秋莎,4403,失败,2021-09-25 10:53:11
925,489,jsjsjzisjsj5,3944,胜利,2021-09-25 10:53:25
926,356,Bloodstream,6721,胜利,2021-09-25 10:53:37
927,515,Bloodstream,3239,胜利,2021-09-25 10:53:49
928,521,和泉纱雾x零二酱,5585,胜利,2021-09-25 10:54:40
929,512,和泉纱雾x零二酱,3743,胜利,2021-09-25 10:54:48
